codigo_procedimento,status,justificativa,valor,especialidade
PROC014,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,22485.9,Oftalmologia
PROC006,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,16395.64,Urologia
PROC014,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,8155.52,Ginecologia e Obstetrícia
PROC003,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,13563.8,Pediatria
PROC007,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,19036.77,Oftalmologia
PROC011,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,21040.76,Anestesiologia
PROC012,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,3519.23,Cirurgia Geral
PROC010,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,11785.68,Anestesiologia
PROC008,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",24638.16,Nefrologia
PROC017,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,20628.44,Ginecologia e Obstetrícia
PROC014,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,19956.05,Gastroenterologia
PROC016,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",29659.1,Nefrologia
PROC020,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,8980.66,Cardiologia
PROC007,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",11928.72,Ginecologia e Obstetrícia
PROC014,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,17718.04,Otorrinolaringologia
PROC003,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,11072.64,Pediatria
PROC009,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,27589.02,Reumatologia
PROC019,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,20557.74,Otorrinolaringologia
PROC009,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,9985.76,Cirurgia Cardiovascular
PROC002,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,4661.68,Oftalmologia
PROC008,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,8370.32,Nefrologia
PROC012,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,27416.35,Neurologia
PROC008,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,12559.84,Pneumologia
PROC020,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,27727.91,Urologia
PROC007,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,21373.79,Cardiologia
PROC006,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",5563.33,Ortopedia e Traumatologia
PROC009,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",2872.81,Neurocirurgia
PROC014,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,12774.96,Cardiologia
PROC005,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",29202.68,Reumatologia
PROC013,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,22420.07,Otorrinolaringologia
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,14816.36,Oftalmologia
PROC009,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,12262.38,Cirurgia Geral
PROC001,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",11609.71,Neurologia
PROC012,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,4312.02,Neurologia
PROC014,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",29198.01,Pneumologia
PROC011,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,27844.66,Cirurgia Cardiovascular
PROC002,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,1750.31,Cardiologia
PROC006,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,8038.36,Oftalmologia
PROC005,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,4354.89,Nefrologia
PROC012,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,2950.41,Infectologia
PROC010,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,24984.99,Reumatologia
PROC001,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,21266.37,Pneumologia
PROC017,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",28818.29,Oftalmologia
PROC014,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,14147.76,Endocrinologia
PROC004,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,5834.97,Oncologia
PROC005,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,21828.79,Endocrinologia
PROC006,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,22429.11,Oftalmologia
PROC005,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,30266.73,Urologia
PROC003,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,21127.6,Oncologia
PROC013,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,14343.84,Cirurgia Geral
PROC008,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,19904.81,Infectologia
PROC020,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,29858.75,Anestesiologia
PROC010,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,26477.12,Pneumologia
PROC010,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,9160.54,Cardiologia
PROC004,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,19056.08,Reumatologia
PROC001,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,7269.67,Cirurgia Geral
PROC019,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,26980.14,Urologia
PROC003,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,10061.86,Clínica Médica
PROC002,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,9365.69,Cardiologia
PROC017,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,3986.06,Urologia
PROC018,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,4025.58,Cirurgia Cardiovascular
PROC003,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,9886.83,Neurocirurgia
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,11683.73,Pediatria
PROC014,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,32452.42,Reumatologia
PROC004,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,11654.0,Oftalmologia
PROC006,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,24910.69,Oncologia
PROC006,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",9551.4,Otorrinolaringologia
PROC009,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,25973.23,Gastroenterologia
PROC004,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,10392.94,Clínica Médica
PROC003,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,11481.82,Infectologia
PROC016,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,18086.82,Oftalmologia
PROC019,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,27338.52,Gastroenterologia
PROC019,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,2688.48,Oncologia
PROC001,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",14144.71,Reumatologia
PROC005,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,10175.13,Gastroenterologia
PROC014,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,32155.89,Reumatologia
PROC011,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,7024.14,Infectologia
PROC017,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,33447.88,Cardiologia
PROC003,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",6227.77,Oftalmologia
PROC018,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,11055.91,Oftalmologia
PROC010,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",21199.15,Anestesiologia
PROC016,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",13808.44,Pneumologia
PROC008,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,2008.17,Endocrinologia
PROC018,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,33343.47,Cirurgia Geral
PROC001,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",2319.11,Ginecologia e Obstetrícia
PROC017,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,34072.5,Reumatologia
PROC005,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,31528.32,Infectologia
PROC017,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,8523.02,Urologia
PROC003,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,22737.89,Pediatria
PROC013,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,15902.42,Neurologia
PROC005,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",32500.22,Reumatologia
PROC013,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,9096.06,Ortopedia e Traumatologia
PROC007,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,2407.02,Endocrinologia
PROC004,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",14940.12,Gastroenterologia
PROC018,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,8408.55,Cirurgia Geral
PROC015,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",3258.27,Infectologia
PROC010,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",6213.34,Anestesiologia
PROC008,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,24088.8,Cirurgia Geral
PROC009,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,30085.52,Gastroenterologia
PROC018,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,4644.47,Cirurgia Cardiovascular
PROC005,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,5618.18,Oncologia
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,20882.54,Cirurgia Geral
PROC009,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,7883.96,Neurologia
PROC015,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",5341.43,Endocrinologia
PROC015,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,28972.97,Cardiologia
PROC013,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,7040.88,Otorrinolaringologia
PROC007,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,31059.72,Gastroenterologia
PROC002,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,23078.01,Anestesiologia
PROC016,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",1567.13,Urologia
PROC009,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,22921.66,Ginecologia e Obstetrícia
PROC017,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,34641.84,Reumatologia
PROC012,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,12828.35,Otorrinolaringologia
PROC019,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,7277.78,Neurocirurgia
PROC011,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,3180.38,Anestesiologia
PROC016,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,34120.52,Neurocirurgia
PROC004,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,19238.71,Reumatologia
PROC002,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,13192.4,Reumatologia
PROC006,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",28449.91,Gastroenterologia
PROC012,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",33227.49,Pediatria
PROC019,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,29480.35,Endocrinologia
PROC016,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,2483.17,Cirurgia Cardiovascular
PROC002,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,18993.96,Reumatologia
PROC001,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,14612.79,Ortopedia e Traumatologia
PROC011,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,1542.23,Gastroenterologia
PROC005,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,14051.41,Pediatria
PROC017,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,12829.42,Cirurgia Geral
PROC013,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,12103.99,Pediatria
PROC006,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",11860.65,Urologia
PROC006,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",8745.42,Cirurgia Cardiovascular
PROC019,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,5504.37,Gastroenterologia
PROC001,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,7354.36,Pediatria
PROC011,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,32860.05,Anestesiologia
PROC005,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,6569.18,Ortopedia e Traumatologia
PROC011,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,28972.17,Gastroenterologia
PROC011,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,9634.48,Oftalmologia
PROC003,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,25549.98,Cirurgia Geral
PROC002,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,33955.64,Ginecologia e Obstetrícia
PROC014,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,10055.42,Otorrinolaringologia
PROC004,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,11891.97,Otorrinolaringologia
PROC008,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,11167.91,Gastroenterologia
PROC011,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",6481.64,Infectologia
PROC013,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",16982.1,Gastroenterologia
PROC003,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,25012.26,Ortopedia e Traumatologia
PROC014,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,6510.11,Gastroenterologia
PROC004,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,15033.66,Ortopedia e Traumatologia
PROC018,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,11252.14,Cirurgia Cardiovascular
PROC004,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,6391.34,Cardiologia
PROC012,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,29047.73,Clínica Médica
PROC020,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,8195.01,Otorrinolaringologia
PROC010,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,11622.34,Neurologia
PROC013,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,4280.43,Otorrinolaringologia
PROC018,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,13685.78,Ginecologia e Obstetrícia
PROC015,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,10102.95,Cardiologia
PROC009,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,4096.91,Pediatria
PROC012,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,19911.74,Cirurgia Cardiovascular
PROC013,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,20557.74,Neurocirurgia
PROC008,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,31713.87,Otorrinolaringologia
PROC002,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,5265.53,Neurocirurgia
PROC015,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,17512.89,Gastroenterologia
PROC007,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,34603.86,Endocrinologia
PROC014,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,15096.89,Pneumologia
PROC009,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",2022.98,Ortopedia e Traumatologia
PROC018,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,18765.46,Ginecologia e Obstetrícia
PROC001,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,5003.14,Anestesiologia
PROC005,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,32462.57,Endocrinologia
PROC019,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",15902.38,Oncologia
PROC014,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,20534.39,Infectologia
PROC016,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,6062.22,Cardiologia
PROC020,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",24539.36,Ginecologia e Obstetrícia
PROC002,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,854.08,Otorrinolaringologia
PROC010,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,30208.34,Nefrologia
PROC004,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,27362.24,Reumatologia
PROC011,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,11797.21,Infectologia
PROC007,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,26243.93,Oftalmologia
PROC017,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",14351.08,Cirurgia Geral
PROC003,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,2873.87,Nefrologia
PROC017,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,30781.1,Pediatria
PROC007,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,2908.9,Cardiologia
PROC012,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,18273.27,Pneumologia
PROC004,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,21278.67,Clínica Médica
PROC006,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",12835.62,Otorrinolaringologia
PROC009,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,2878.21,Neurologia
PROC019,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,12359.67,Pneumologia
PROC009,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,17224.49,Urologia
PROC005,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,8763.43,Gastroenterologia
PROC020,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",7916.62,Nefrologia
PROC013,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,16974.39,Cirurgia Geral
PROC017,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,1448.35,Anestesiologia
PROC012,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,11288.49,Cirurgia Cardiovascular
PROC004,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,22852.1,Otorrinolaringologia
PROC009,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,7566.57,Infectologia
PROC017,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,7571.72,Reumatologia
PROC011,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",17955.71,Endocrinologia
PROC009,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,20906.2,Urologia
PROC019,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,24397.55,Pneumologia
PROC016,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,29613.59,Cirurgia Geral
PROC018,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,5524.51,Gastroenterologia
PROC009,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,17071.16,Cirurgia Cardiovascular
PROC011,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,26354.3,Neurologia
PROC010,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,7004.44,Urologia
PROC019,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,17104.14,Nefrologia
PROC019,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",8763.84,Pediatria
PROC007,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,19108.54,Neurocirurgia
PROC014,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,2903.89,Cardiologia
PROC007,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,6040.98,Ortopedia e Traumatologia
PROC006,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,11793.4,Neurologia
PROC002,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,26928.33,Clínica Médica
PROC006,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",14241.19,Pediatria
PROC003,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,14834.7,Endocrinologia
PROC016,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,25896.28,Ginecologia e Obstetrícia
PROC001,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",3835.09,Ortopedia e Traumatologia
PROC001,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",11748.72,Reumatologia
PROC004,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,6845.28,Ginecologia e Obstetrícia
PROC002,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",13237.06,Nefrologia
PROC020,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,12784.37,Neurocirurgia
PROC016,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,17091.48,Cirurgia Geral
PROC013,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,8338.23,Clínica Médica
PROC001,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,13590.79,Pediatria
PROC002,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",13996.87,Ginecologia e Obstetrícia
PROC020,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,23574.58,Cardiologia
PROC001,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,16217.82,Cardiologia
PROC004,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,8145.73,Cirurgia Cardiovascular
PROC001,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,23591.92,Nefrologia
PROC009,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,15356.31,Anestesiologia
PROC004,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",5447.37,Neurocirurgia
PROC004,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,27495.01,Otorrinolaringologia
PROC017,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,11182.87,Pneumologia
PROC002,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,24461.29,Cirurgia Cardiovascular
PROC016,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,23901.2,Ortopedia e Traumatologia
PROC004,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,33291.28,Pediatria
PROC017,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",16333.64,Neurologia
PROC008,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",5122.19,Oftalmologia
PROC002,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,15414.35,Oncologia
PROC012,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,4410.95,Ortopedia e Traumatologia
PROC002,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,6251.56,Clínica Médica
PROC015,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,13794.63,Anestesiologia
PROC011,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,33726.08,Gastroenterologia
PROC009,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,28236.59,Ginecologia e Obstetrícia
PROC006,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,34377.04,Oncologia
PROC006,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,28316.55,Oncologia
PROC015,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",21863.91,Gastroenterologia
PROC005,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",16032.89,Otorrinolaringologia
PROC015,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",1617.78,Cardiologia
PROC017,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,17613.17,Pediatria
PROC011,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,15830.26,Neurocirurgia
PROC008,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,6224.52,Otorrinolaringologia
PROC018,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,18288.18,Anestesiologia
PROC016,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",13650.03,Otorrinolaringologia
PROC011,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,2901.85,Reumatologia
PROC008,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,28818.09,Cirurgia Cardiovascular
PROC003,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,4175.07,Oftalmologia
PROC016,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,26389.08,Oftalmologia
PROC001,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,20031.03,Oncologia
PROC001,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,11656.92,Neurologia
PROC017,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,33322.0,Cirurgia Cardiovascular
PROC012,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",6309.52,Cardiologia
PROC020,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",25397.88,Anestesiologia
PROC004,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,538.45,Oncologia
PROC012,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",24930.85,Nefrologia
PROC002,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,4815.3,Gastroenterologia
PROC020,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,8486.93,Pneumologia
